match_id,period,game_clock,match_min,team,opponent,passer,passer_pos,receiver,linesBrokenType,broke_D,broke_M,broke_A,completed,passType,ballHeight,start_x,start_y,end_x,end_y,length,depth_behind,line_x,iso_dist,n_line,near1_x,near1_y,near2_x,near2_y,side,run_x,run_y,run_mag,channel_type,attack_dir
3829,2,5538,92:18,Senegal,Qatar,Youssouf Sabaly,RB,Iliman Ndiaye,,False,False,False,True,S,V,27.04,-28.45,36.2,-23.4,10.46,6.34,29.86,7.01,7,34.0,-16.75,28.65,-25.35,Left,3.78,0.96,3.9,Type1_wide,-1.0
3831,1,73,01:13,United States,England,Timothy Weah,CF,Haji Wright,D,True,False,False,False,T,G,12.91,-29.86,32.52,-11.3,27.0,17.98,14.54,18.3,5,15.75,-18.62,14.16,-9.0,Left,15.75,9.84,18.57,Type1_wide,-1.0
3831,1,400,06:40,England,United States,Harry Kane,CF,Mason Mount,,False,False,False,False,O,L,9.21,-31.83,28.07,-25.81,19.79,16.19,11.87,14.42,4,18.82,-14.74,11.95,-25.52,Left,13.34,1.64,13.44,Type1_wide,1.0
3831,1,545,09:05,England,United States,Kieran Trippier,RB,Jude Bellingham,,False,False,False,True,T,G,10.38,-31.84,26.71,-20.87,19.68,12.47,14.24,12.12,4,18.1,-12.34,18.37,-5.67,Left,15.25,-2.76,15.5,Type1_wide,1.0
3831,1,549,09:09,England,United States,Jude Bellingham,CM,Bukayo Saka,,False,False,False,True,S,G,34.55,-13.23,44.98,-12.01,10.5,8.8,36.18,8.52,7,36.47,-12.15,36.85,-5.26,Left,9.71,4.18,10.57,Type2_halfspace,1.0
3831,1,801,13:21,England,United States,Kieran Trippier,RB,Bukayo Saka,,False,False,False,True,T,G,34.36,-29.03,47.95,-14.37,19.99,13.28,34.68,11.45,8,38.99,-7.24,34.55,-14.59,Left,11.22,-1.14,11.28,Type1_wide,1.0
3831,1,829,13:49,England,United States,Kieran Trippier,RB,Bukayo Saka,,False,False,False,True,T,G,23.38,-29.58,49.27,-24.46,26.4,23.6,25.67,22.78,8,31.66,-10.02,26.79,-19.64,Left,20.08,-7.16,21.32,Type1_wide,1.0
3831,1,933,15:33,England,United States,Luke Shaw,LB,Raheem Sterling,,False,False,False,True,S,G,36.26,28.14,43.35,17.06,13.16,7.76,35.6,6.67,7,40.88,10.86,35.46,15.14,Right,4.38,5.08,6.71,Type1_wide,1.0
3831,1,1488,24:48,United States,England,Sergiño Dest,RB,Weston McKennie,,False,False,False,True,S,G,23.8,-20.37,33.49,-28.18,12.45,4.5,28.99,9.43,8,28.99,-19.89,36.82,-13.58,Left,1.02,-3.15,3.31,Type1_wide,-1.0
3831,1,1676,27:56,United States,England,Christian Pulisic,LM,Antonee Robinson,,False,False,False,True,S,G,29.92,20.35,38.76,29.43,12.67,1.82,36.93,11.91,7,36.93,17.67,30.42,16.55,Right,2.81,0.92,2.96,Type1_wide,-1.0
3831,1,1680,28:00,United States,England,Weston McKennie,RM,Antonee Robinson,,False,False,False,True,S,V,43.27,20.73,37.43,27.97,9.3,1.94,35.49,7.23,6,35.49,21.0,43.45,20.97,Right,-1.34,-1.18,1.79,Type1_wide,-1.0
3831,1,1732,28:52,England,United States,Luke Shaw,LB,Mason Mount,,False,False,False,True,S,G,28.06,26.65,38.93,13.44,17.1,5.31,33.62,5.55,4,39.11,7.9,37.01,19.28,Right,1.36,-0.99,1.68,Type1_wide,1.0
3831,1,2326,38:46,United States,England,Antonee Robinson,LB,Christian Pulisic,,False,False,False,False,S,A,22.65,-23.43,28.32,-28.82,7.82,1.02,27.3,14.91,7,27.3,-13.94,36.79,-9.18,Left,-3.16,0.57,3.21,Type1_wide,-1.0
3831,1,2374,39:34,United States,England,Weston McKennie,RM,Timothy Weah,,False,False,False,True,O,G,10.52,-16.52,37.01,-26.88,28.45,20.87,16.14,23.0,3,16.14,-17.21,22.9,-2.35,Left,19.96,-8.29,21.62,Type2_halfspace,-1.0
3831,1,2434,40:34,United States,England,Timothy Weah,CF,Sergiño Dest,,False,False,False,True,S,G,11.68,-31.29,20.99,-30.72,9.33,9.08,11.91,7.82,4,20.86,-22.91,11.91,-30.45,Left,12.81,1.57,12.91,Type1_wide,-1.0
3831,1,2642,44:02,England,United States,Bukayo Saka,RW,Jude Bellingham,,False,False,False,True,T,G,16.3,-30.48,37.77,-23.94,22.44,18.72,19.05,17.5,6,25.14,-11.82,19.05,-22.15,Left,16.02,-0.87,16.04,Type1_wide,1.0
3831,2,2772,46:12,United States,England,Tyler Adams,CM,Antonee Robinson,,False,False,False,True,S,L,42.07,31.79,44.9,32.64,2.96,3.03,41.87,5.09,8,41.87,28.56,46.58,26.73,Right,2.51,-1.0,2.7,Type1_wide,1.0
3831,2,2787,46:27,United States,England,Christian Pulisic,LM,Antonee Robinson,,False,False,False,True,S,G,37.81,28.71,40.65,33.16,5.27,3.23,37.42,7.83,8,37.42,26.02,35.43,22.58,Right,0.17,0.03,0.18,Type1_wide,1.0
3831,2,2876,47:56,England,United States,Kieran Trippier,RB,Bukayo Saka,,False,False,False,True,S,G,15.4,-23.59,26.99,-32.4,14.56,2.24,24.75,10.19,4,24.75,-22.46,17.62,-15.47,Left,3.84,-1.26,4.04,Type1_wide,-1.0
3831,2,2880,48:00,England,United States,Bukayo Saka,RW,Kieran Trippier,,False,False,False,False,S,G,37.26,-27.06,40.85,-29.69,4.46,2.79,38.07,4.85,6,38.07,-25.73,36.66,-23.87,Left,1.3,0.86,1.56,Type1_wide,-1.0
3831,2,2889,48:09,United States,England,Christian Pulisic,LM,Haji Wright,,False,False,False,True,S,G,13.63,21.43,32.18,24.09,18.74,21.55,10.63,15.95,6,16.57,20.83,12.42,20.72,Right,16.34,-1.03,16.37,Type1_wide,1.0
3831,2,2956,49:16,England,United States,Mason Mount,AM,Bukayo Saka,,False,False,False,True,S,G,19.33,-23.66,28.86,-31.22,12.17,1.58,27.28,8.98,4,27.28,-22.38,18.74,-21.24,Left,2.9,-1.26,3.16,Type1_wide,-1.0
3831,2,3031,50:31,United States,England,Christian Pulisic,LM,Yunus Musah,,False,False,False,True,S,G,7.05,25.73,17.92,31.92,12.51,6.01,11.91,8.89,6,11.91,25.38,15.64,19.5,Right,4.82,0.76,4.88,Type1_wide,1.0
3831,2,3147,52:27,England,United States,Harry Kane,CF,Mason Mount,,False,False,False,True,S,G,1.06,-7.81,17.08,-12.53,16.7,14.69,2.39,14.26,5,2.83,-12.11,-2.45,-2.08,Left,8.66,3.06,9.19,Type2_halfspace,-1.0
3831,2,3307,55:07,England,United States,Bukayo Saka,RW,Kieran Trippier,,False,False,False,True,S,G,17.92,-21.17,25.78,-31.88,13.28,3.42,22.36,10.24,5,22.36,-22.23,16.98,-18.13,Left,5.74,-0.52,5.77,Type1_wide,-1.0
3831,2,3309,55:09,England,United States,Kieran Trippier,RB,Jude Bellingham,,False,False,False,False,T,G,28.5,-30.56,33.46,-13.82,17.46,4.24,29.22,4.21,6,29.3,-13.16,36.06,-10.4,Left,0.85,-0.41,0.94,Type1_wide,-1.0
3831,2,3412,56:52,United States,England,Weston McKennie,RM,Timothy Weah,,False,False,False,True,T,G,33.29,-19.63,48.14,-15.83,15.33,13.25,34.89,13.22,5,34.94,-16.61,34.23,-5.56,Left,15.53,-7.17,17.11,Type2_halfspace,1.0
3831,2,3651,60:51,United States,England,Tim Ream,LCB,Christian Pulisic,A,False,False,True,False,S,G,14.13,29.62,22.92,28.9,8.82,6.38,16.54,6.92,3,16.12,30.18,20.42,17.02,Right,-0.28,-0.1,0.3,Type1_wide,1.0
3831,2,3653,60:53,United States,England,Tyler Adams,CM,Timothy Weah,,False,False,False,True,S,G,13.12,23.76,19.82,29.52,8.84,8.82,11.0,7.47,3,20.05,22.06,11.0,29.48,Right,0.75,-0.53,0.91,Type1_wide,1.0
3831,2,3774,62:54,United States,England,Antonee Robinson,LB,Haji Wright,,False,False,False,True,T,G,34.12,29.61,48.67,26.57,14.87,12.83,35.84,12.82,8,37.74,19.86,35.84,25.71,Right,11.94,3.56,12.46,Type1_wide,1.0
3831,2,4376,72:56,England,United States,Mason Mount,AM,Jack Grealish,D,True,False,False,True,T,G,32.35,29.57,41.72,23.34,11.26,8.9,32.82,6.64,7,35.76,20.41,32.3,23.85,Right,8.38,1.71,8.55,Type1_wide,-1.0
3831,2,4388,73:08,England,United States,Mason Mount,AM,Jack Grealish,,False,False,False,True,S,G,18.82,26.26,29.02,29.95,10.85,7.08,21.94,8.47,7,21.94,25.3,23.13,16.19,Right,2.71,0.18,2.72,Type1_wide,-1.0
3831,2,4394,73:14,England,United States,Jordan Henderson,CM,Luke Shaw,,False,False,False,True,S,G,31.62,24.73,37.37,28.38,6.82,1.58,35.8,6.64,7,35.8,21.93,33.3,20.51,Right,3.78,1.53,4.08,Type1_wide,-1.0
3831,2,4538,75:38,England,United States,Kieran Trippier,RB,Jordan Henderson,,False,False,False,True,S,G,24.78,-26.42,33.42,-30.51,9.56,8.3,25.12,10.0,6,25.12,-24.94,34.71,-20.28,Left,7.49,1.23,7.59,Type1_wide,-1.0
3831,2,4539,75:39,England,United States,Jordan Henderson,CM,Bukayo Saka,D,True,False,False,True,S,G,34.46,-27.06,39.95,-18.59,10.1,5.01,34.95,5.63,6,34.45,-17.38,37.64,-25.14,Left,2.26,-1.18,2.55,Type1_wide,-1.0
3831,2,4693,78:13,United States,England,Antonee Robinson,LB,Christian Pulisic,,False,False,False,True,S,G,9.55,31.97,23.68,33.02,14.17,11.79,11.89,11.98,6,11.89,30.93,20.15,18.81,Right,10.3,-0.21,10.3,Type1_wide,1.0
3831,2,4903,81:43,United States,England,Shaq Moore,RB,Timothy Weah,,False,False,False,True,S,G,34.41,-27.01,44.89,-24.58,10.75,10.0,34.88,10.02,7,34.88,-24.02,35.37,-21.22,Left,8.68,-2.94,9.17,Type1_wide,1.0
3831,2,4912,81:52,United States,England,Timothy Weah,CF,Shaq Moore,,False,False,False,False,S,G,28.68,-25.01,36.29,-23.94,7.69,4.97,31.32,4.37,8,37.03,-28.25,30.99,-23.68,Left,2.01,6.13,6.45,Type1_wide,1.0
3831,2,4989,83:09,England,United States,Harry Kane,CF,Mason Mount,,False,False,False,False,T,G,12.4,20.27,25.0,19.64,12.61,9.88,15.11,10.74,3,15.11,15.46,16.08,4.94,Right,9.2,-9.86,13.49,Type1_wide,-1.0
3831,2,5178,86:18,England,United States,Jordan Henderson,CM,Mason Mount,,False,False,False,False,S,L,14.82,28.39,16.4,33.57,5.42,6.4,10.01,3.49,5,18.11,30.52,10.01,32.18,Right,1.5,0.35,1.54,Type1_wide,-1.0
3831,2,5297,88:17,United States,England,Yunus Musah,CM,Josh Sargent,,False,False,False,True,S,G,7.78,21.29,25.14,30.82,19.8,8.56,16.58,12.8,3,16.58,21.3,17.28,10.57,Right,9.65,1.19,9.73,Type1_wide,1.0
3832,1,118,01:58,Australia,Tunisia,Aziz Behich,LB,Craig Goodwin,,False,False,False,False,T,G,9.96,27.32,30.03,32.73,20.79,12.04,17.99,16.08,6,17.99,22.07,22.94,17.26,Right,9.38,2.63,9.75,Type1_wide,1.0
3832,1,162,02:42,Australia,Tunisia,Mitchell Duke,CF,Riley McGree,,False,False,False,False,O,L,26.42,25.85,35.49,27.42,9.21,5.94,29.55,5.66,5,29.83,27.52,31.54,21.02,Right,4.32,1.35,4.53,Type1_wide,1.0
3832,1,276,04:36,Australia,Tunisia,Aaron Mooy,CM,Craig Goodwin,,False,False,False,True,S,V,29.79,20.22,31.58,28.98,8.94,1.04,30.54,12.72,7,30.54,16.3,32.45,13.02,Right,-0.67,1.87,1.99,Type1_wide,1.0
3832,1,372,06:12,Australia,Tunisia,Craig Goodwin,LM,Aziz Behich,,False,False,False,True,T,G,33.62,27.02,44.95,28.91,11.48,10.19,34.76,11.22,8,34.76,24.2,32.15,24.1,Right,9.6,-1.91,9.79,Type1_wide,1.0
3832,1,384,06:24,Australia,Tunisia,Aziz Behich,LB,Riley McGree,,False,False,False,True,S,G,39.42,27.56,40.71,21.5,6.19,3.43,37.28,4.22,8,40.52,17.28,36.3,22.78,Right,0.82,0.37,0.9,Type1_wide,1.0
3832,1,385,06:25,Australia,Tunisia,Riley McGree,CF,Aziz Behich,D,True,False,False,True,S,L,43.03,24.75,45.4,23.51,2.68,4.57,40.83,3.57,8,41.9,24.21,41.88,19.83,Right,2.0,-1.95,2.79,Type1_wide,1.0
3832,1,554,09:14,Australia,Tunisia,Craig Goodwin,LM,Mathew Leckie,,False,False,False,True,S,G,18.3,19.67,28.4,-16.01,37.09,3.64,24.75,16.01,4,24.75,-0.42,22.86,8.38,Left,12.41,-1.6,12.52,Type2_halfspace,1.0
3832,1,827,13:47,Australia,Tunisia,Mitchell Duke,CF,Mathew Leckie,,False,False,False,True,T,G,27.34,-19.05,34.06,-28.08,11.26,7.65,26.42,14.22,4,26.42,-16.08,27.0,-13.31,Left,11.57,-4.16,12.29,Type2_halfspace,1.0
3832,1,948,15:48,Tunisia,Australia,Mohamed Drager,RWB,Naim Sliti,,False,False,False,False,F,A,12.64,-27.37,19.03,-29.69,6.8,5.89,13.14,6.13,4,13.14,-27.97,18.71,-19.42,Left,5.09,-2.85,5.83,Type1_wide,-1.0
3832,1,1513,25:13,Australia,Tunisia,Riley McGree,CF,Craig Goodwin,,False,False,False,True,S,V,27.3,22.44,35.02,30.49,11.16,8.8,26.23,13.42,6,26.23,20.36,29.92,17.78,Right,4.13,1.59,4.43,Type1_wide,1.0
3832,1,1782,29:42,Australia,Tunisia,Mitchell Duke,CF,Craig Goodwin,,False,False,False,False,F,A,22.81,20.31,33.99,20.85,11.2,11.87,22.13,4.62,6,29.65,22.41,27.26,26.23,Right,7.47,-4.71,8.84,Type1_wide,1.0
3832,1,1791,29:51,Australia,Tunisia,Aaron Mooy,CM,Craig Goodwin,,False,False,False,False,O,G,17.83,32.02,27.73,25.26,11.99,1.59,26.14,3.62,6,28.18,21.66,24.23,28.63,Right,0.18,0.38,0.42,Type1_wide,1.0
3832,1,1796,29:56,Australia,Tunisia,Jackson Irvine,CM,Riley McGree,,False,False,False,False,C,A,12.38,25.81,21.57,22.57,9.74,1.32,20.25,3.55,3,21.48,19.03,18.8,26.77,Right,0.83,-4.77,4.84,Type1_wide,1.0
3832,1,1977,32:57,Australia,Tunisia,Fran Karacic,RB,Mathew Leckie,,False,False,False,True,S,G,23.8,-31.15,36.7,-31.02,12.9,10.68,26.02,10.8,7,26.02,-29.43,33.38,-13.43,Left,5.41,-6.88,8.75,Type1_wide,1.0
3832,1,2355,39:15,Australia,Tunisia,Craig Goodwin,LM,Riley McGree,,False,False,False,True,S,G,7.74,22.58,22.08,12.45,17.56,10.8,11.28,6.24,4,17.29,16.45,18.53,4.15,Right,5.37,0.99,5.46,Type1_wide,1.0
3832,1,2357,39:17,Australia,Tunisia,Riley McGree,CF,Mathew Leckie,D,True,False,False,False,T,G,25.85,12.42,40.21,8.75,14.82,12.58,27.63,12.24,3,28.0,7.8,29.14,0.58,Right,12.34,2.9,12.68,Type2_halfspace,1.0
3832,1,2504,41:44,Australia,Tunisia,Riley McGree,CF,Mathew Leckie,D,True,False,False,False,F,V,25.05,-24.54,30.97,-26.07,6.12,5.47,25.51,3.82,5,27.18,-26.58,18.58,-27.53,Left,4.52,4.6,6.45,Type1_wide,1.0
3832,1,2614,43:34,Australia,Tunisia,Aaron Mooy,CM,Fran Karacic,D,True,False,False,False,T,G,20.97,-11.45,38.49,-24.1,21.61,8.18,30.31,7.98,6,30.58,-25.14,27.44,-13.07,Left,9.2,7.67,11.98,Type2_halfspace,1.0
3832,1,2833,47:13,Tunisia,Australia,Mohamed Drager,RWB,Issam Jebali,,False,False,False,True,T,L,36.39,-32.6,40.82,-23.33,10.27,10.47,30.35,7.17,5,36.11,-17.93,35.16,-29.47,Left,4.58,0.81,4.65,Type1_wide,-1.0
3832,1,2893,48:13,Australia,Tunisia,Mathew Leckie,RM,Fran Karacic,,False,False,False,True,T,G,32.66,-31.4,42.92,-32.24,10.3,8.68,34.24,8.87,6,34.24,-30.4,32.39,-20.33,Left,10.81,1.7,10.94,Type1_wide,1.0
3832,2,2955,49:15,Australia,Tunisia,Mathew Leckie,RM,Mitchell Duke,,False,False,False,True,S,A,8.74,-32.25,24.3,-26.64,16.54,11.57,12.72,11.29,3,13.59,-23.06,22.1,-15.22,Left,1.14,-0.57,1.27,Type1_wide,-1.0
3832,2,2962,49:22,Australia,Tunisia,Jackson Irvine,CM,Craig Goodwin,,False,False,False,True,O,G,24.13,-14.19,43.77,15.09,35.26,5.73,38.04,16.53,6,38.04,-0.42,31.1,-4.04,Right,9.38,3.38,9.97,Type2_halfspace,-1.0
3832,2,3066,51:06,Australia,Tunisia,Aaron Mooy,CM,Riley McGree,,False,False,False,False,T,G,9.3,-31.04,19.99,-18.4,16.56,4.92,15.07,5.54,4,15.54,-21.7,13.86,-9.95,Left,3.0,-5.32,6.11,Type1_wide,-1.0
3832,2,3528,58:48,Tunisia,Australia,Aissa Laidouni,CM,Ali Abdi,,False,False,False,True,S,V,21.39,22.53,29.7,15.54,10.86,2.75,26.95,4.07,8,29.36,11.48,23.86,20.76,Right,1.93,4.01,4.45,Type1_wide,1.0
3832,2,3555,59:15,Tunisia,Australia,Montassar Talbi,LCB,Ali Abdi,,False,False,False,True,O,G,6.73,11.72,42.46,31.65,40.91,24.96,17.5,26.99,7,20.96,15.34,17.5,20.32,Right,24.86,6.55,25.71,Type2_halfspace,1.0
3832,2,4119,68:39,Australia,Tunisia,Mathew Leckie,RM,Ajdin Hrustic,,False,False,False,True,F,A,20.8,-24.22,29.66,-24.9,8.88,7.2,22.45,7.23,4,22.45,-24.25,26.13,-11.6,Left,3.44,-3.77,5.1,Type1_wide,-1.0
3832,2,4133,68:53,Australia,Tunisia,Fran Karacic,RB,Ajdin Hrustic,,False,False,False,True,S,G,7.37,-31.52,24.44,-26.64,17.75,3.07,21.37,3.26,3,22.93,-29.53,19.25,-22.74,Left,2.64,-3.02,4.01,Type1_wide,-1.0
3832,2,4170,69:30,Australia,Tunisia,Craig Goodwin,LM,Jamie Maclaren,D,True,False,False,False,T,L,11.03,24.61,19.84,26.05,8.93,5.91,13.93,5.92,4,13.94,26.62,13.86,23.88,Right,1.91,0.27,1.93,Type1_wide,-1.0
3832,2,4236,70:36,Australia,Tunisia,Craig Goodwin,LM,Jamie Maclaren,,False,False,False,True,S,L,13.81,30.38,36.79,25.06,23.59,24.41,12.38,22.76,3,19.78,9.95,12.38,20.05,Right,17.85,6.24,18.9,Type1_wide,-1.0
3832,2,4529,75:29,Tunisia,Australia,Yassine Meriah,MCB,Taha Yassine Khenissi,,False,False,False,False,O,G,1.8,-28.81,41.64,-10.39,43.89,18.73,22.91,18.03,4,25.14,-3.12,24.18,6.33,Left,17.03,2.71,17.25,Type1_wide,1.0
3832,2,4585,76:25,Australia,Tunisia,Aziz Behich,LB,Ajdin Hrustic,,False,False,False,True,S,G,16.48,20.34,29.22,7.82,17.86,1.33,27.89,4.66,3,27.14,11.99,29.79,-2.73,Right,4.17,1.99,4.63,Type1_wide,-1.0
3832,2,4592,76:32,Australia,Tunisia,Craig Goodwin,LM,Mathew Leckie,,False,False,False,True,S,G,24.02,33.35,36.15,26.36,14.0,11.13,25.02,11.21,6,25.84,30.78,32.16,14.23,Right,7.69,3.65,8.52,Type1_wide,-1.0
3832,2,4739,78:59,Australia,Tunisia,Ajdin Hrustic,CM,Aaron Mooy,,False,False,False,True,S,G,30.09,27.45,39.66,32.39,10.77,7.6,32.06,11.03,6,32.06,24.39,30.78,21.77,Right,4.79,-1.18,4.93,Type1_wide,-1.0
3832,2,4897,81:37,Tunisia,Australia,Wahbi Khazri,CF,Youssef Msakni,,False,False,False,True,T,G,40.27,24.66,48.11,15.71,11.9,7.45,40.66,6.4,8,42.78,12.16,39.36,17.87,Right,6.22,-0.29,6.23,Type1_wide,1.0
3832,2,5038,83:58,Australia,Tunisia,Aaron Mooy,CM,Mathew Leckie,,False,False,False,False,O,L,5.05,-22.78,27.69,-24.1,22.68,17.26,10.43,16.94,3,10.77,-23.29,7.89,-30.05,Left,9.88,0.75,9.91,Type1_wide,-1.0
3832,2,5052,84:12,Australia,Tunisia,Aaron Mooy,CM,Mathew Leckie,,False,False,False,True,S,G,14.4,-16.94,27.21,-23.59,14.43,6.26,20.95,9.81,3,20.95,-16.04,13.69,-15.48,Left,11.55,-1.9,11.71,Type2_halfspace,-1.0
3832,2,5306,88:26,Australia,Tunisia,Keanu Baccus,DM,Ajdin Hrustic,,False,False,False,False,S,G,12.82,-29.9,23.9,-32.78,11.45,9.36,14.54,10.22,4,14.54,-28.67,10.78,-18.12,Left,0.23,-6.25,6.25,Type1_wide,-1.0
3832,2,5601,93:21,Tunisia,Australia,Naim Sliti,RW,Ellyes Skhiri,M,False,True,False,True,T,G,23.77,-21.19,37.84,-22.29,14.12,12.66,25.19,12.16,6,25.73,-21.23,32.03,-11.27,Left,14.59,6.33,15.91,Type1_wide,1.0
3832,2,5636,93:56,Tunisia,Australia,Youssef Msakni,LW,Taha Yassine Khenissi,,False,False,False,False,F,A,13.16,32.72,21.09,17.8,16.9,4.71,16.39,5.44,4,16.79,14.47,14.98,29.49,Right,5.02,10.26,11.42,Type1_wide,1.0
3830,1,159,02:39,Netherlands,Ecuador,Steven Bergwijn,CF,Daley Blind,,False,False,False,True,S,G,15.79,27.99,25.9,12.85,18.21,2.95,22.95,3.2,6,27.61,15.55,27.15,6.98,Right,2.97,-3.91,4.91,Type1_wide,1.0
3830,1,1067,17:47,Netherlands,Ecuador,Cody Gakpo,CF,Denzel Dumfries,,False,False,False,False,T,G,27.4,-32.67,39.59,-25.8,14.0,15.66,23.93,10.09,5,30.45,-21.54,26.98,-31.91,Left,15.94,2.39,16.12,Type1_wide,1.0
3830,1,1118,18:38,Netherlands,Ecuador,Steven Bergwijn,CF,Denzel Dumfries,,False,False,False,True,S,L,35.42,-28.46,35.75,-25.86,2.62,4.7,31.05,4.82,6,38.79,-29.59,30.74,-26.73,Left,-0.2,2.89,2.9,Type1_wide,1.0
3830,1,1179,19:39,Ecuador,Netherlands,Jackson Porozo,RCB,Michael Estrada,,False,False,False,True,S,G,5.57,-28.42,20.29,-23.16,15.63,2.9,17.38,4.89,4,16.05,-20.73,19.75,-17.98,Left,3.08,-1.81,3.58,Type1_wide,-1.0
3830,1,1420,23:40,Ecuador,Netherlands,Enner Valencia,LW,Moises Caicedo,M,False,True,False,True,T,G,24.76,24.89,42.33,25.06,17.57,14.63,27.69,16.33,5,26.75,29.98,36.41,6.4,Right,16.06,-7.55,17.75,Type1_wide,-1.0
3830,1,1460,24:20,Ecuador,Netherlands,Pervis Estupinan,LWB,Gonzalo Plata,,False,False,False,True,S,G,39.21,32.9,47.05,23.28,12.41,11.84,35.21,10.55,7,39.36,30.51,35.86,27.09,Right,7.35,-4.47,8.6,Type1_wide,-1.0
3830,1,1470,24:30,Ecuador,Netherlands,Pervis Estupinan,LWB,Gonzalo Plata,,False,False,False,True,S,L,33.54,23.36,36.09,31.34,8.38,1.18,34.9,8.13,6,34.9,23.3,34.4,13.72,Right,-1.03,0.79,1.3,Type1_wide,-1.0
3830,1,1471,24:31,Ecuador,Netherlands,Gonzalo Plata,RW,Pervis Estupinan,,False,False,False,True,S,L,37.19,29.36,44.78,22.81,10.03,9.13,35.65,9.03,8,35.96,24.73,38.79,16.02,Right,7.2,-0.54,7.22,Type1_wide,-1.0
3830,1,1611,26:51,Ecuador,Netherlands,Pervis Estupinan,LWB,Enner Valencia,,False,False,False,True,T,G,11.85,28.02,39.82,24.95,28.13,17.63,22.19,17.4,7,26.29,14.0,22.19,23.26,Right,11.53,6.98,13.47,Type1_wide,-1.0
3830,1,1851,30:51,Ecuador,Netherlands,Michael Estrada,CF,Moises Caicedo,,False,False,False,False,O,L,18.14,23.6,20.59,25.15,2.9,4.82,15.77,5.29,4,15.7,27.17,23.19,16.14,Right,2.89,-0.14,2.89,Type1_wide,-1.0
3830,1,1906,31:46,Ecuador,Netherlands,Michael Estrada,CF,Enner Valencia,,False,False,False,True,O,G,2.68,-10.19,29.19,25.97,44.84,21.97,7.22,25.54,3,7.22,12.95,13.46,4.08,Right,16.44,7.31,17.99,Type2_halfspace,-1.0
3830,1,2055,34:15,Netherlands,Ecuador,Denzel Dumfries,RWB,Cody Gakpo,,False,False,False,False,T,G,16.35,-29.9,33.25,-20.08,19.54,10.98,22.27,7.93,6,29.66,-13.01,22.27,-19.58,Left,10.15,-2.93,10.56,Type1_wide,1.0
3830,1,2276,37:56,Netherlands,Ecuador,Teun Koopmeiners,CM,Steven Bergwijn,,False,False,False,True,S,L,20.38,-30.15,33.16,-17.73,17.82,6.36,26.81,5.67,5,28.87,-21.44,29.95,-10.4,Left,-0.61,0.04,0.61,Type1_wide,1.0
3830,1,2279,37:59,Netherlands,Ecuador,Steven Bergwijn,CF,Teun Koopmeiners,,False,False,False,True,S,G,22.6,-29.18,24.4,-33.37,4.56,1.78,22.63,6.93,5,22.63,-26.67,22.67,-17.2,Left,-0.33,-0.49,0.59,Type1_wide,1.0
3830,1,2359,39:19,Netherlands,Ecuador,Daley Blind,LWB,Davy Klaassen,,False,False,False,True,S,G,22.7,31.6,35.74,22.17,16.1,6.02,29.72,5.58,5,31.74,18.27,26.8,27.8,Right,8.83,1.78,9.01,Type1_wide,1.0
3830,1,2467,41:07,Ecuador,Netherlands,Enner Valencia,LW,Gonzalo Plata,,False,False,False,False,S,G,23.36,22.56,33.3,32.92,14.36,5.89,27.42,11.87,6,27.42,22.62,28.96,17.32,Right,15.16,4.31,15.76,Type1_wide,-1.0
3830,1,2512,41:52,Ecuador,Netherlands,Jackson Porozo,RCB,Moises Caicedo,,False,False,False,False,O,G,15.27,-12.29,42.44,-14.75,27.28,19.27,23.17,17.38,6,27.86,-5.29,24.29,-17.32,Left,17.79,5.16,18.52,Type2_halfspace,-1.0
3830,2,2733,45:33,Ecuador,Netherlands,Pervis Estupinan,LWB,Gonzalo Plata,A,False,False,True,True,S,V,21.85,31.42,26.79,23.69,9.18,2.86,23.93,4.81,4,30.29,20.39,20.89,25.26,Right,-2.2,3.93,4.5,Type1_wide,1.0
3830,2,2736,45:36,Ecuador,Netherlands,Gonzalo Plata,RW,Enner Valencia,M,False,True,False,False,S,G,31.74,31.52,34.04,29.01,3.41,5.54,28.5,4.1,6,31.37,32.12,30.14,24.87,Right,1.62,-2.14,2.68,Type1_wide,1.0
3830,2,2827,47:07,Ecuador,Netherlands,Gonzalo Plata,RW,Pervis Estupinan,,False,False,False,False,O,G,17.16,-15.33,44.88,8.93,36.84,11.05,33.83,12.22,8,33.83,3.72,31.22,3.25,Right,13.7,-7.51,15.62,Type2_halfspace,1.0
3830,2,3208,53:28,Netherlands,Ecuador,Daley Blind,LWB,Memphis Depay,,False,False,False,False,S,V,7.47,29.8,21.82,21.23,16.71,5.04,16.78,5.48,4,16.78,19.08,15.54,3.78,Right,0.17,-1.05,1.06,Type1_wide,-1.0
3830,2,3239,53:59,Netherlands,Ecuador,Teun Koopmeiners,CM,Cody Gakpo,,False,False,False,False,O,G,18.84,-32.67,48.52,-17.73,33.23,20.64,27.88,20.54,4,27.99,-17.9,27.71,-8.69,Left,19.33,-4.3,19.8,Type1_wide,-1.0
3830,2,3324,55:24,Ecuador,Netherlands,Moises Caicedo,CM,Angelo Preciado,D,True,False,False,False,T,G,33.24,-29.81,49.72,-25.7,16.98,13.58,36.14,11.21,6,38.94,-22.61,37.49,-29.4,Left,10.35,-0.8,10.38,Type1_wide,1.0
